District,Street,Area (m²),Price,Price/m²,Lower price,Number of rooms,Floor,Floors,Built year,Renovation year,Renovation,Building type,Heating type,Refurbishment,Features,Extra parts,Extra stuff,Security,Description,URL,City
Senamiestyje,Pilies ,40,460,11.5,TRUE,1,3,3,1940,0,FALSE,Mūrinis,Elektra,Įrengtas,"Aukštos lubos, nauja kanalizacija, nauja elektros instaliacija, uždaras kiemas, internetas, kabelinė televizija","Vieta automobiliui, drabužinė","Skalbimo mašina, su baldais, šaldytuvas, viryklė, plastikiniai vamzdžiai, dušo kabina","Šarvuotos durys, kodinė laiptinės spyna","Nuomojamas jaukus, suremontuotas vieno kambario butas pačioje Senamiesčio širdyje, Pilies g. Privalumai: * Naujai ir skoningai suremontuotas * Erdvus * Nauja elektros instaliacija * Autonominis šildymas. Sudėti nauji savaime temperatūrą palaikantys ir taupūs elektriniai radiatoriai. * Saugus ir uždaras vidinis kiemas * Internetas * Nuomojama su visais baldais ir buitine technika * Parkingas vidiniame kieme * Skoningas ir šviesus interjeras * Gera garso izoliacija * Storas pastato mūras (labai šilta žiemą ir gaiviau vasarą) * Šviesios pusės. Langai orientuoti pietų ir vakarų kryptimis IŠPLANAVIMAS: - Holas - Vonios kambarys - Virtuvė - Erdvus kambarys ĮRENGIMAS: - Pilnai įrengtas butas - Laminatas - Pakeisti vamzdynai, elektros instaliacija - Internetas ir TV - Tvarkinga laiptinė - Aukštos lubos - Sienos dažytos - Nuomojama su visa buitine technika ir baldais ŠILDYMAS: - Autonominis - Yra ir senovinis, veikiantis pečius PARKAVIMAS: - Uždarame vidiniame kieme Skambinkite Jums patogiu metu!        ",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-pilies-g-nuomojamas-jaukus-suremontuotas-vieno-4-838047/,Vilnius
Buivydiškėse,Galindų ,17,80,4.71,TRUE,1,2,2,2000,0,FALSE,Mūrinis,"Centrinis, kietu kuru",Įrengtas,"Tualetas ir vonia atskirai, uždaras kiemas, internetas, kabelinė televizija","Balkonas, rūsys, vieta automobiliui","Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, plastikiniai vamzdžiai, vonia",,"IŠNUOMOJAMAS 1 KAMBARYS, 4 KAMBARIŲ NAME MALONIAI KVIEČIAME APŽIŪRĖTI, LAISVAS Didelis kambarys; Butas šiltas; Rami vieta; Draugiški kaimynai; Butas nuomojamas su visas reikiamais baldais ir buitine technika. Kaina: 80 nuoma + komunaliniai mokesčiai. (Kaina priklauso kiek žmonių gyvens) Butui tikus – taikomas vienkartinis tarpininkavimo mokestis. Butą apžiūrėti galima tiek darbo dienomis, tiek savaitgaliais.        ",http://www.aruodas.lt/butu-nuoma-vilniuje-buivydiskese-galindu-g-isnuomojamas-1-kambarys-4-kambariu-name-4-838041/,Vilnius
Trakų Vokėje,Liepų a,45,250,5.56,FALSE,1,2,2,2000,0,FALSE,Mūrinis,Kita,Įrengtas,,Terasa,"Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė",Šarvuotos durys,"Išnuomojamas 1 kambario butas Trakų Vokėje, Liepų al. - Mūrinis nuosavas namas; - Gerai įrengtas, šviesus, jaukus butas; - 45 kv.m., antras aukštas iš dviejų; - Su baldais ir buitine technika; - Yra terasa; - Rami vieta; Butas nuomojamas 1 arba 2 asmenims; Kaina 250,- eur. (komunaliniai mokesčiai įskaičiuoti).         ",http://www.aruodas.lt/butu-nuoma-vilniuje-traku-vokeje-liepu-al-isnuomojamas-1-kambario-butas-traku-vokeje-4-838033/,Vilnius
Antakalnyje,M. Počobuto ,82,530,6.46,TRUE,3,3,5,2002,0,FALSE,Mūrinis,Dujinis,Įrengtas,,,,,"Išnuomojamas 3 kambarių butas su garažu Antakalnio rajone . Namas ramioje patogioje vietoje. Butas tvarkingas, kambariai atskiri. Didelė svetainė sujungta su virtuvės zona. Yra židinys. Bute ažuolinis parketas. Ažuolinės vidaus durys. Plytelių zonoje įrengtas grindinis šildymas. 2 atskiri san. mazgai. Individualus ir ekonomiškas dujinis buto šildymas. Rakinama laiptinė. Seifinės durys. Signalizacija. Garažas po namu 1 automobiliui (atidaromas automatiniais vartais). Butas bus laisvas ir paruoštas nuomai nuo lapkričio mėnesio. Smulkesne informacija suteiksime telefonu.        ",http://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-m-pocobuto-g-isnuomojamas-3-kambariu-butas-su-garazu-4-838027/,Vilnius
Dvarčionyse,Giedros ,82,350,4.27,FALSE,2,3,3,2000,0,FALSE,Mūrinis,Dujinis,Įrengtas,,,,,-TVARKINGO BUTO PRIVAČIAME NAME NUOMA DVARČIONYSE -2 DVIEJŲ KAMBARIŲ SU VISAIS BALDAIS IR VISA BUITINE TECHNIKA -SU ATVIRA TERASA IR VAIZDU Į MIŠKĄ ----SKELBIMO APRAŠYME ESANTIS ID: 1371---- NUOMOJAMAS BUTAS PRIVAČIAME NAME VILNIUJE -Aukštas: 2 ,http://www.aruodas.lt/butu-nuoma-vilniuje-dvarcionyse-giedros-g--tvarkingo-buto-privaciame-name-nuoma-4-838025/,Vilnius
Fabijoniškėse,Salomėjos Nėries ,47,350,7.45,TRUE,2,1,11,2007,0,FALSE,Kita,Kita,Įrengtas,,,,,"NUOMOJAMAS ŠVIESUS DVIEJU KAMBARIŲ BUTAS SU ANTŽEMINIU PARKINGU S. NĖRIES GATVĖJE SU VISAIS BALDAIS IR VISA BUITINE TECHNIKA, ----SKELBIMO APRAŠYME ESANTIS ID:4818---- BUTAS JAU LAISVAS PAGRINDINIAI PRIVALUMAI: + Dar NENUOMOTAS, po remonto, darytas SAU. + 136 vieta antžemineme parkinge;(+30euru prie kainos) + Kiemas, su žaidimu aikstele; + Vonioje šildomos grindys; + Naujoviškas, taupus LED apšvietimas; + Naujas saugus, jaukus rajonas;    + Vieninga ir tvarkinga bendruomenė. NUOMOJAMAS BUTAS VILNIUJE - S. Nėries g, - 1 aukštas iš 11, - 47 kv.m., - 2007 m. - Mūrinis, .  NUOMOJAMO BUTO ĮRENGIMAS  - Dekoruotos sienos,  - laminatas,  - langai plastikiniai,   - šarvo durys,  - LED apšvietimas  - Plytelės NUOMOJAMAME BUTE YRA  - Už papildomą kainą galima nusipirkti baldus ir televiziją; - Naujoviškas ir kokybiškas LED apšvietimas. - Virtuvėje: spintelė, stalas, virtuvės baldai. - Svetainėje: sofa-lova, staliukas, kėdės, spintelė; - Miegamajame: spintelės, spinta, šviestuvas; - VISA BUITINĖ TECHNIKA: Šaldytuvas, skalbimo mašina, indaplovė, elektrinė kaitlentė, orkaitė, gartraukis. MOKESČIAI -Šalčiausiu metu iki 25 eurų(už šildymą). -Kitos paslaugos nuo 10e- 15 eurų. -Vienkartinis tarpininkavimo mokestis (jei butas tiks) LAIPTINĖ - Tvarkinga laiptinė PARKINGAS - 136 vieta antžemineme parkinge (+30euru prie kainos) VIETA IR SUSISIEKIMAS - Geras susisiekimas Už 30 metrų prekybos centras BIG --- KAINA: 350 EUR Vienkartinis tarpininkavimo mokestis (jei butas tiks). ------------ proreal.lt ------------  ----BUTO ID:4818--------Kreipkitės!----        ",http://www.aruodas.lt/butu-nuoma-vilniuje-fabijoniskese-salomejos-neries-g-nuomojamas-sviesus-dvieju-kambariu-butas-su-4-838023/,Vilnius
Naujamiestyje,Mindaugo ,52,699,13.44,TRUE,2,1,9,2016,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,"Nauja kanalizacija, internetas, kabelinė televizija, virtuvė sujungta su kambariu","Sandėliukas, balkonas, vieta automobiliui","Kondicionierius, skalbimo mašina, su baldais, šaldytuvas, šildomos grindys, virtuvės komplektas, viryklė, plastikiniai vamzdžiai, indaplovė, dušo kabina, vonia","Šarvuotos durys, signalizacija, kodinė laiptinės spyna, videokameros","Butas su puikiu vaizdu! Privalumai: - patogi lokacija; - išvystyta infrastruktūra; - geras susisiekimas tiek viešuoju, tiek privačiu transportu; - visa buitinė technika bei baldai bute; - 24/7 stebima ir saugoma teritorija; - priklauso požeminė parkavimo vieta; - yra sandėliukas. Butas laisvas nuo Rugsėjo mėn.        ",http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-mindaugo-g-butas-su-puikiu-vaizdu-privalumai-4-838007/,Vilnius
Antakalnyje,P. Vileišio ,16,150,9.38,FALSE,1,2,5,1968,0,FALSE,Blokinis,Centrinis,Įrengtas,,,,,"Išnuomoju kambarį vienai studentei Vilniuje, Antakalnio mikrorajone, 2 kambarių bute. Netoli centras, Saulėtekis. Su visais patogumais. Kambaryje yra dvi lovos, taigi gali trumpam apsistoti artimieji. Mokesčiai, internetas įskaičiuoti į kainą.         ",http://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-p-vileisio-g-isnuomoju-kambari-vienai-studentei-vilniuje-4-837991/,Vilnius
Šnipiškėse,Saracėnų ,70,300,4.29,FALSE,3,1,2,1950,0,FALSE,Mūrinis,Dujinis,Įrengtas,,Vieta automobiliui,"Skalbimo mašina, su baldais, virtuvės komplektas",,"Šnipiškėse Saračėnų g . nuomojamas  3kamb. 70 kv.m. butas(dalis namo).  Butas mūriniame name 1-ame aukšte iš 2 Bute- virtuvė, pereinamas kambarys, du atskiri erdvus miegamieji, san. mazgas. DUJINIS šildymas. Geras susisiekimas su kitais miesto rajonais. Butas laisvas. Kieme galima pasistatyti automobilį. Jei butas tiks vienkartinis agentūros mokestis 110eurų.",http://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-saracenu-g-snipiskese-saracenu-g-nuomojamas-3kamb-4-837995/,Vilnius
Užupyje,Užupio ,63,899,14.27,FALSE,2,1,3,2018,0,FALSE,Mūrinis,Geoterminis,Įrengtas,"Nauja kanalizacija, nauja elektros instaliacija, uždaras kiemas, internetas, kabelinė televizija","Sandėliukas, terasa, vieta automobiliui","Skalbimo mašina, su baldais, šaldytuvas, šildomos grindys, virtuvės komplektas, viryklė, indaplovė, dušo kabina, vonia","Šarvuotos durys, signalizacija, kodinė laiptinės spyna, videokameros, budintis sargas","JOKIŲ TARPININKAVIMO MOKESČIŲ; IŠSKIRTINIS PROJEKTAS UŽUPYJE; PILNAI ĮRENGTAS BUTAS SU KIEMELIU; VIETA.  - išskirtinė vieta gyventi – Užupis, šalia Vilnelės; - visiškai naujas projektas, uždara teritorija; - čia pat Senamiestis [5min. kelio pėsčiomis]; - aplink Užupis su savo galerijomis ir kavinėmis; - čia pat Belmontas, daug gamtos, upė; SUSISIEKIMAS.  - 5-15min. kelio pėsčiomis iki bet kurios centrinės ar Senamiesčio vietos; - šalia visuomeninio transporto stotelė; - patogus susisiekimas nuosavu transportu; NAMAS.  - išskirtinis projektas; - uždara teritorija, fizinė apsauga, vaizdo kameros; - mažaaukštės statybos namai; - išpuoselėti vidiniai kiemai, fontanai, želdynai; - atskiras priėjimas prie Vilnelės; - liftai, požeminis automobilių parkavimas; AUTOMOBILIO PARKAVIMAS.  - butas nuomojamas su požemine automobilio stovėjimo vieta [+70 EUR]; - butas nuomojamas su sandėliuku šalia buto [+30 EUR]; BENDRUOMENĖ. - uždara teritorija, itin saugi vieta gyventi; - mažai gyventojų, daug privatumo; KOMUNIKACIJOS.  - itin ekonomiškas buto šildymas; - reguliuojama oro temperatūra bute; - apsaugos sistema; - šviesolaidis internetas; IŠPLANAVIMAS.  - erdvus butas, dideli langai; - butas orientuotas vakarų kryptimi; - holas; - erdvi svetainė; - virtuvė; - didelis miegamasis; - vonios kambarys; - privatus, aptvertas kiemelis į kurį patenkama iš visų kambarių; ĮRENGIMAS.  - itin kokybiškai įrengtas butas; - butas naujai įrengtas, dar negyventas; - kokybiška ilgaamžė grindų danga; - šviesiomis spalvomis dažytos sienos; - daug ir įvairaus apšvietimo; - įrengimui naudota daug išskirtinių detalių [veidrodžiai, lipdiniai, dekoro elementai..]; BALDAI.  - BUTAS NUOMOJAMAS SU VISAIS NAUJAIS BALDAIS IR ĮRANGA; - talpios sieninės spintos; - valgomojo baldai; - minkštieji svetainės baldai, komoda; - kokybiški įmontuoti virtuvės baldai; - ypatingai kokybiška buitinė technika [orkaitė, kaitlentė, mikrobangų krosnelė, šaldytuvas, indaplovė, skalbimo mašina, gartraukis]; - miegamojo lova; - pilnai įrengtas vonios kambarys su itin kokybška santechnika; - visos buto užuolaidos; DĖMESIO. Nuomojantis šį ar bet kurį kitą mūsų įmonės siūlomą butą papildomi mokesčiai NĖRA TAIKOMI! Daugiau PANAŠIŲ ir NESKELBIAMŲ butų pasiūlymų RASITE – gerasbutas.LT * ParduokLengvai.LT",http://www.aruodas.lt/butu-nuoma-vilniuje-uzupyje-uzupio-g--jokiu-tarpininkavimo-mokesciu-4-837971/,Vilnius
Valakampiuose,Elniakampio ,81,999,12.33,FALSE,3,1,2,2013,0,FALSE,Blokinis,Kita,Įrengtas,,,,,"REZERVUOTA MODERNAUS 3K BUTO NUOMA PUŠYNE VALAKAMPIUOSE, 2 PARKINGAI ----SKELBIMO APRAŠYME ESANTIS ID: 2225---- BUTAS JAU LAISVAS NUOMOJAMAS BUTAS VILNIUJE Elniakampio g. , 1 aukštas iš 3, 81 kv.m., 2013 m. NUOMOJAMO BUTO IŠPLANAVIMAS IR ĮRENGIMAS pirmame aukšte: salonas su išejimu i terasą - poilsiui graži virtuvė - maisto gaminimui krosnelė - jaukumui pirmo aukšto wc antrame aukšte - du miegamieji kambariai dvi rūbinės - susidėti daiktams san. mazgas - vonia su lietaus dušo galvute, pisuaras Prieškambaris BUITINĖ TECHNIKA Integruota buitinė technika su indaplove MOKESČIAI reguliuojamas taupus dujinis šildymas PARKINGAS 2 vietos požeminiame parkinge VIETA IR SUSISIEKIMAS nuostabi rami vieta pušyne pilnai asfaltuotas privažiavimas netoli viešojo transporto stotele parduotuve už 2km netoliese darzeliai, mokyklos, universitetai Valakupių paplūdimys iki centro 15 min automobiliu --- KAINA: 999€ ------------ proreal.lt ------------ ----BUTO ID: 2225---- REZERVUOTA Brokeris Toma----Kreipkitės!----        ",http://www.aruodas.lt/butu-nuoma-vilniuje-valakampiuose-elniakampio-g-rezervuota-modernaus-3k-buto-nuoma-pusyne-4-837965/,Vilnius
Viršuliškėse,Viršuliškių ,15,109,7.27,FALSE,1,4,9,1980,0,FALSE,Blokinis,Centrinis,Įrengtas,"Tualetas ir vonia atskirai, kabelinė televizija",Balkonas,"Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, vonia","Šarvuotos durys, kodinė laiptinės spyna","VISI KOMUNALINIAI MOKESČIAI ĮSKAIČIUOTI Į KAINĄ!!!!!!!  Išnuomojamas kambarys 3-jų kambarių bute Viršuliškėse MERGINAI.  NEREIKIA JOKIO UŽSTATO!  Kambarys nuomojamas SU VISAIS BALDAIS.  Kambarys nekampinis, labai šiltas  YRA BALKONAS!!!!  Yra skalbimo mašina. Internetas. Bute gyvena šeimininkai (vyras ir žmona) ir katinas Aplinkui daug mokyklų, parduotuvių.  PUIKUS KAMBARYS UŽ GERĄ KAINĄ !!!!!  Jei butas tiks, bus įmamas vienkartinis agentūros mokestis.  ??????? ??????? ? 3-?? ????????? ???????? ???????.  ? ???????? ????? ??????? (???, ????) ? ??? ???? ??????.  ???? ?????????? ??????. ???? ????????????? 110 ???? (???????????? ?????? ???????? ? ?????????).  ????? ?? ????? ***************************************** UAB “Vilniaus Turtas” www.vilniaus-turtas.lt        ",http://www.aruodas.lt/butu-nuoma-vilniuje-virsuliskese-virsuliskiu-g-visi-komunaliniai-mokesciai-iskaiciuoti-i-4-837949/,Vilnius
Naujamiestyje,A. Vivulskio ,60,500,8.33,FALSE,2,1,3,1950,0,FALSE,Mūrinis,Centrinis,Įrengtas,,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-a-vivulskio-g-4-837947/,Vilnius
Senamiestyje,Didžioji ,90.22,1300,14.41,FALSE,3,3,4,2004,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,,,,"Išnuomojamas šviesus ir prabangiai įrengtas 3 kambarių 90,22kv.m butas su baldais ir buitine technika Didžiosios / Etmonų g., Senamiestyje. Apartamentai su klasikiniu balkonu, pro kurį atsiveria jaukūs senamiesčio vaizdai. Aukštos lubos.Reguliojamas šildymas. 3/4 aukštas. Liftas. Bute rekuperacinė vėdinimo sistema.Išplanavimas:2 miegamieji kambariai su erdvios spintomis;erdvus gyvenamasis kambarys bei virtuve, balkonas;2 vonios kambariai;sandėliukas/tamsus kambarys;holas.Įrengimas:Visi reikalingi baldai ir buitinė technika - skalbyklė, indaplovė, el. orkaitė su el. virykle, šaldytuvas, gartraukis, rekuperacinė vėdinimo sistema. Aukštos kokybės medžiagos - grindys – medinės. Mediniai langai su stiklo paketais. Šildomos grindys vonios kambariuose. Apsaugos sistemos.Namas restauruotas. Prabangiai įrengtos ir prižiūrimos laiptinės. Panoraminis liftas. Nuostabi vieta norintiems gyventi Vilniaus senamiestyje. -- Objekto nr. Ober-Haus tinklapyje www.ober-haus.lt/OH408945        ",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-didzioji-g-isnuomojamas-sviesus-ir-prabangiai-irengtas-3-4-837913/,Vilnius
Naujamiestyje,A. Mickevičiaus ,40,450,11.25,FALSE,1,4,4,1915,0,FALSE,Mūrinis,Dujinis,Įrengtas,"Butas palėpėje, butas per kelis aukštus, nauja kanalizacija, nauja elektros instaliacija, uždaras kiemas, internetas, kabelinė televizija, virtuvė sujungta su kambariu",Vieta automobiliui,"Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, indaplovė, dušo kabina","Šarvuotos durys, kodinė laiptinės spyna","Naujas, Šviesus butas pačiame Vilniaus centre.. Iki Gedimino pr. 5 min pėsčiomis. Butas per du aukštus. Pirmame aukšte svetainė sujungta su virtuve, antrame - miegamasis. Pigus šildymas. Interesantus prašau kreiptis elektroniniu paštu infont@inbox.lt Parašykite kas nori nuomotis. Butas laisvas nuo rugsėjo 9 d. Nėra NT agentūros mokesčio!  Apartment is situated in the very centre of the city.The location is ideal for reaching the main street Gediminas Avenue within a few minutes walk. The apartment has everything you need (refrigerator, gas stove, electric kettle, dishes. No agency fee",http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-a-mickeviciaus-g-naujas-sviesus-butas-paciame-vilniaus-centre-4-837893/,Vilnius
Žvėryne,Studentų ,25,300,12,FALSE,1,2,4,1964,0,FALSE,Mūrinis,Centrinis,Įrengtas,,,,,"Nuomojamas 1 kamb. butas Vilniuje, Žvėrynas, Studentų g.; NUOMOJAMI STUDIJOS TIPO BUTAI. PLANUOJAMAS ĮRENGIMAS IKI RUGSĖJO 1D.! Butai lauks pirmūjų gyventojų. Galimybė rinktis: 1. Butas (25kv/m, 18kv/m. gyvenamo ploto, kurį matote nuotraukose) 300eur.  2. Butas (25kv/m, 18kv.m gyvenamo ploto, įrengtas, JAU LAISVAS.) 280eur. Jaukus, šviesus, ekonomiškas; PLANUOJAMAS ĮRENGIMAS: -- Nauja sofa-lova; -- Naujas virtuvės komplektas (orkaitė-viryklė, gartraukis, šaldytuvas); -- Nauja skalbimo mašina; -- Bus įrengta erdvi sieninė spinta; -- Dušo kabina ir tualetas; IŠPLANAVIMAS: -- Miegamasis kartu su virtuve; -- Vonios kambarys ir tualetas kartu; ŠILDYMAS: -- Centrinis; PARKINGAS: -- Bendras kiemas; VIETA: -- Strategiškai patogi vieta, patogus susisiekimas nuosavu automobiliu ir viešuoju transportu; -- Ramūs kaimynai, rami vieta; -- Netoliese pasivaikščiojimo takai, parkai, prekybos centrai; -- Šalia PC ''Panorama"", Vingio parkas, verslo centras ""Barclays""; SKAMBINKITE JUMS PATOGIU LAIKU IR SUTEIKSIU DAUGIAU INFORMACIJOS. JEI BUTAS TIKS, BUS TAIKOMAS VIENKARTINIS TARPININKAVIMO MOKESTIS         ",http://www.aruodas.lt/butu-nuoma-vilniuje-zveryne-studentu-g-nuomojamas-1-kamb-butas-vilniuje-zverynas-4-837883/,Vilnius
Bajoruose,Fizikų ,82,580,7.07,FALSE,3,4,9,2008,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,,,,"TRIJŲ KAMBARIŲ BUTAS SU POŽEMINE PARKAVIMO VIETA!Laisvas nuo spalio mėnesio pradžios.Įmontuojamos šaldytuvo durelės jau yra pritvirtintos.IŠPLANAVIMAS-- 3 kambarių butas;-- Erdvi svetainė su virtuve;-- 2 miegamieji;-- Vonios ir tualeto kambarys;-- Prieškambaris su sienine spinta.ĮRENGIMAS-- Visa reikalinga buitinė technika (kaitlentė, šaldytuvas, orkaitė, skalbimo mašina, indaplovė);-- Internetas, kabelinė TV;-- Šildomos grindys vonioje;-- Šarvuotos durys;-- Plastikiniai langai;-- Rakinama laiptinė.ŠILDYMAS-- Centrinis - kolektorinis.PARKAVIMAS-- Požeminė parkavimo vieta.VIETA-- Rami vieta, visiškai šalia yra fontanas ir miškelis;-- Patogus susisiekimas su Centru (Geležinio vilko gatve);-- Tvarkingi kaimynai;-- Netoliese viešojo transporto stotelė;-- Netoliese PC ""IKI"".____________________________________________________________________________ DĖL IŠSAMESNĖS INFORMACIJOS AR APŽIŪROS KREIPTIS Į NT BROKERĮ EIMANTĄ DUMBRAVĄ! +370 600 70736 arba eimantas.dumbrava@capital.lt Netinka objektas? Kreipkitės – rasime alternatyvų. PARDUODATE NAMĄ, BUTĄ AR KITĄ NT TURTĄ? Skambinkite – nemokamai konsultuojame, nemokamai nustatome Jūsų nekilnojamo turto objekto rinkos kainą.        ",http://www.aruodas.lt/butu-nuoma-vilniuje-bajoruose-fiziku-g-triju-kambariu-butas-su-pozemine-parkavimo-4-837881/,Vilnius
Senamiestyje,Didžioji ,110,1200,10.91,FALSE,4,3,3,1934,0,FALSE,Mūrinis,Elektra,Įrengtas,"Kabelinė televizija, internetas, virtuvė sujungta su kambariu",,"Su baldais, skalbimo mašina",Kodinė laiptinės spyna,"Išnuomojamas labai jaukus, turintis savo aurą butas, pačioje Senamiesčio širdyje, priešais Rotušės fontaną, šalia Amatininkų restorano. Buto langai išeina ir į vidinį kiemą. Pirmame aukšte - svetainė su virtuve bei du miegamieji kambariai, antrame aukšte- trečiasis miegamasis kambarys. Čia gyvensite Senamiesčio ritmu, mėgausitės vaizdais pro langus, aplink daug restoranų, barų, galerijų, jaukių kavinukių. Šildymas elektrinis- grindinis. Sąskaitos už komunalinius patarnavimus nedidelės.Vandentiekis- miesto.Į kainą įeina PARKAVIMAS vienam automobiliui šalia namo bei aplinkinėse gatvelėse.!!!        ",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-didzioji-g-isnuomojamas-labai-jaukus-turintis-savo-aura-4-837879/,Vilnius
Antakalnyje,Karačiūnų ,30,260,8.67,FALSE,1,3,3,2014,0,FALSE,Mūrinis,Dujinis,Įrengtas,,,,,"Nemenčinės plente, 8km nuo Antakalnio žiedo (8 min iki Saulėtekio automobiliu), 6 butų name šalia pušyno išnuomojamas jaukus 1 kambario butas gyventi vienam asmeniui. Butas šiuolaikiškai įrengtas, nauji baldai ir buitinė technika, indaplovė, skalbimo mašina. Privalumai: vieta automobiliui, pigios komunalinės paslaugos, nuošalumas ir ramybė. Laukiamas tvarkingas ir ramus nuomininkas(-ė) be žalingų įpročių ir gyvūnų. Kaina 260€ + paslaugos, sudaroma nuomos sutartis, galimas atsiskaitymas pavedimu. Butas nuomojamas be tarpininkų - skambinti tel. 861470300.        ",http://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-karaciunu-g-nemencines-plente-8km-nuo-antakalnio-ziedo-4-837867/,Vilnius
